sample	origin_pop	origin_type	treatment_pop	treatment_type	code	comparison_type	comparison_pop	comparison_3levels	F_FW_rosette	F_FW_aboveground_tot	F_FW_root	F_DW_rosette	F_DW_aboveground_tot	F_DW_root	F_RGR_max	F_WC1	F_WC2	F_LMA	F_fvfm	F_PIabs	F_Zn_S	F_Cd_S	F_Pb_S	F_Mg_S	F_Ca_S	F_K_S	F_Na_S	F_Cu_S	F_Fe_S	F_P_S	F_Zn_R	F_Cd_R	F_Pb_R	F_Mg_R	F_Ca_R	F_K_R	F_Na_R	F_Cu_R	F_Fe_R	F_P_R	F_rosette_hight	F_stem_nr	F_max_stem_length	F_epid_up	F_mes	F_epid_low	F_whole_leaf	F_cuti_up	F_cuti_low	F_stom_size_up_la	F_stom_size_up_sa	F_stom_area_up	F_stom_size_low_la	F_stom_size_low_sa	F_stom_area_low	F_stom_dens_low	F_stom_dens_up	F_palisade_long	F_palisade_short	F_trich_dens_up	F_trich_dens_low	F_whole_leaf_added	F_epid_up_propa	F_mes_propa	F_epid_low_propa	F_protection	F_assim_protection_prop	F_epid_up_propb	F_mes_propb	F_epid_low_propb	F_palisade_index	F_pollen_n_alive	F_pollen_n_dead	F_pollen_n_degen	F_pollen_n_deaddegen	F_pollen_n_all	F_pollen_viability_perc	F_pollen_dead_perc	F_pollen_degen_perc	F_pollen_deaddegen_perc	F_pollen_diameter
M_PL27_108	M_PL27	M	M_PL22	M	M_PL27_108_M_PL22	sympatric	allopatric	near_allopatric	0.874	0.874	0.063	0.1349	0.1349	0.0102	0.018385955	73.48837209	2.772	0.017229048	0.813333333	2.1262	8850	82.7	370.9	4957	16406	16865	48	14.5	4643.821	0.4	2534	51.2	139.8	3301	8877	11470	151	10.8	775.9897	0.26	0.166666667	15.33333333	12	19.2250005	116.424999	12.75	142.0250015	0.585	0.595	16.3341665	14.79	189.9341381	14.63000008	13.00833333	149.935809	315.1260504	350.140056	29.1300005	17.2849995	0.873236629	0	148.3999995	0.135363494	0.819750028	0.089772926	31.9750005	3.641125791	0.129548521	0.784535036	0.085916442	1.685276329	452	3	0	3	455	99.34	0.66	0	0.659340659	13.585
M_PL27_108	M_PL27	M	M_PL27	M	M_PL27_108_M_PL27	sympatric	sympatric	sympatric	23.346	97.691	3.812	2.93	8.186	1.0471	0.04857517	88.19119025	7.468	0.004330206	0.805	1.9945	23396	92.9	39.6	9489	24157	19807	20	4.2	486.224	0.31	3762	30.4	112.1	1577	3380	14857	42	6.4	135.195	0.24	2.5	10.66666667	58.66666667	21.7700005	126.464996	20.96	163.455002	0.71	0.665	17.67583333	14.63583333	203.4725329	16.64833308	14.7725	193.0116023	262.605042	402.6610644	38.664999	30.04	0.335860242	0.335860242	169.1949965	0.133186505	0.773699149	0.12823101	42.7300005	2.959630108	0.12866811	0.747451158	0.123880732	1.287117144	567	10	14	24	591	95.94	1.69	2.37	4.060913706	17.12
M_PL27_108	M_PL27	M	NM_PL14	NM	M_PL27_108_NM_PL14	allopatric	allopatric	far_allopatric	9.056	38.875	1.538	0.981	4.518	0.338	0.029308046	88.92215569	8.027	0.001583949	0.829333333	2.3033	9222	42.5	2.4	4467	15193	18620	75	7.4	2605.464	0.47	3667	22.4	1.3	1170	4423	16919	120	9.5	2047.597	0.31	0	22.33333333	60	14.86	93.4750025	13.245	122.5	0.615	0.62	15.16416683	12.97166675	158.7163007	14.97583325	12.87	153.248021	297.6190476	507.7030812	52.139999	40.5300005	0.537376387	0.201516145	121.5800025	0.121306122	0.763061245	0.108122449	28.105	3.325920744	0.122224047	0.76883534	0.108940613	1.286454438	578	9	3	12	590	97.97	1.53	0.51	2.033898305	16.76166667
M_PL27_108	M_PL27	M	NM_PL35	NM	M_PL27_108_NM_PL35	allopatric	allopatric	far_allopatric	3.142	3.142	5.589	0.4901	0.4901	1.4791	0.019513178	78.48360656	3.648	0.010382837	0.815	1.892	2040	8.9	1.5	2904	7141	19331	31	3.6	980.47	0.37	1301	5	0.7	1002	3226	6483	70	2.6	208.1985	0.16	0.5	31.66666667	50.33333333	15.5749995	92.494999	14.145	115.755001	0.575	0.525	18.26333325	15.92	228.6019483	17.73999967	14.59833333	203.7907395	472.6890756	262.605042	35.415001	24.9799995	1.007580726	0.671720484	122.2149985	0.134551418	0.79905834	0.122197744	29.7199995	3.112214016	0.127439346	0.756821995	0.115738659	1.417734256	664	2	3	5	669	99.25	0.3	0.45	0.747384155	13.73666667
M_PL27_109	M_PL27	M	M_PL22	M	M_PL27_109_M_PL22	sympatric	allopatric	near_allopatric	NA	NA	NA	NA	NA	NA	0.023339172	73.38129496	2.757	0.0104607	0.801666667	2.6243	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.666666667	10	14.66666667	19.5100005	126.9000015	13.27	153.864998	0.595	0.515	17.92250025	15.48083367	218.1211982	16.16333342	13.62166667	174.6677747	315.1260504	367.6470588	30.345	20.79	0	0	159.680002	0.126799472	0.824748989	0.086244436	32.7800005	3.871262952	0.122181865	0.794714428	0.083103706	1.45959596	588	7	2	9	597	98.49	1.17	0.34	1.507537688	15.98666667
M_PL27_109	M_PL27	M	M_PL27	M	M_PL27_109_M_PL27	sympatric	sympatric	sympatric	17.283	29.319	2.885	2.265	5.23	0.6512	0.048806452	86.2962963	6.297	0.004177828	0.809	2.623	5374	231.8	136.7	4826	14438	18443	29	3.3	483.757	0.17	2048	122	885.2	1902	3758	11893	25	3.9	121.406	0.1	0	18.5	75.5	22.1099995	95.265003	22.575	134.9700015	0.69	0.65	18.40666683	15.21416675	220.3810331	17.34416675	14.89416667	203.58406	262.605042	367.6470588	36.295	28.7200005	0	0	139.9500025	0.163814175	0.705823531	0.167259389	44.6849995	2.131923555	0.157984988	0.680707405	0.161307607	1.26375346	838	7	2	9	847	98.94	0.83	0.24	1.06257379	15.92166667
M_PL27_109	M_PL27	M	NM_PL14	NM	M_PL27_109_NM_PL14	allopatric	allopatric	far_allopatric	15.054	33.104	0.99	1.675	4.363	0.272	0.02865235	89.53974895	8.56	0.001309782	0.827	2.1153	7731	98.8	3.1	4197	13088	18318	150	8	2712.563	0.35	3957	53.7	1.3	1350	3631	19569	41	7.6	680.3405	0.54	0.666666667	22.33333333	61	16.915	80.1900025	12.42	106.09	0.675	0.56	16.47333342	13.67166667	177.9357837	14.83000008	12.6475	147.5549856	210.0840336	315.1260504	45.129999	34.000001	0	0	109.5250025	0.159440098	0.755867683	0.117070412	29.335	2.733594767	0.154439622	0.732161613	0.113398765	1.327352873	564	5	12	17	581	97.07	0.86	2.07	2.925989673	13.545
M_PL27_109	M_PL27	M	NM_PL35	NM	M_PL27_109_NM_PL35	allopatric	allopatric	far_allopatric	5.751	8.307	4.812	0.9988	1.6865	1.1181	0.02067874	74.23580786	2.881	0.012501563	0.804666667	2.367	1678	14.5	0.9	2539	6349	18466	32	3.6	859.505	0.35	1769	17	1	1353	3188	6402	69	3.3	275.555	0.21	1.333333333	52	39	17.87	93.200001	16.2750005	118.885002	0.595	0.54	17.46583317	14.69916667	201.6307593	16.4816665	15.13999983	196.2396922	542.7170868	437.67507	33.994999	24.705	1.007580726	0.470204339	127.3450015	0.150313325	0.783950872	0.136897003	34.1450005	2.729535793	0.140327455	0.731870116	0.127802429	1.376037199	830	8	1	9	839	98.93	0.95	0.12	1.072705602	15.375
M_PL27_110	M_PL27	M	M_PL22	M	M_PL27_110_M_PL22	sympatric	allopatric	near_allopatric	1.246	1.246	2.56	0.2198	0.3289	0.5006	0.014310587	83.00653595	4.885	0.005487155	0.78875	1.0075	8077	139.6	368.2	4374	11971	18392	49	13	5207.673	0.49	4343	124.3	130.4	3421	3928	18354	27	6.1	635.105	0.28	1.666666667	8	8.666666667	14.365	107.9399985	11.115	128.6800045	0.565	0.58	15.78916633	14.835	185.2103132	16.44750008	14.21750008	184.114702	245.0980392	332.6330532	28.455001	19.5550005	0	0	133.4199985	0.111633506	0.838824951	0.086377056	25.48	4.236263677	0.107667517	0.809024132	0.083308351	1.45512658	479	10	1	11	490	97.76	2.04	0.2	2.244897959	19.8
M_PL27_110	M_PL27	M	M_PL27	M	M_PL27_110_M_PL27	sympatric	sympatric	sympatric	9.076	9.076	1.815	1.808	1.808	0.249	0.04643555	76	3.167	0.006406935	0.783333333	1.7807	14045	227.1	244.4	7948	22869	13116	19	3	1374.619	0.15	2083	118.9	844.5	1819	4166	8835	38	4.2	303.585	0.1	2.333333333	8	59	10.85	88.6100005	11.025	108.024998	0.69	0.625	15.80499992	12.6575	160.1139062	16.61416667	12.93333333	168.7914901	262.605042	332.6330532	31	20.1100005	0	0	110.4850005	0.100439715	0.820273105	0.10205971	21.875	4.05074288	0.098203376	0.802009323	0.099787301	1.541521593	547	6	1	7	554	98.74	1.08	0.18	1.263537906	16.58833333
M_PL27_110	M_PL27	M	NM_PL14	NM	M_PL27_110_NM_PL14	allopatric	allopatric	far_allopatric	2.867	6.409	1.237	0.41	1.841	0.282	0.029278147	91.7282127	11.089	0.003200683	0.829333333	2.293	5747	98.7	1.5	5147	18251	18754	93	8	1476.434	0.59	2889	46.9	1	1130	4544	16335	35	9.4	322.8085	0.51	0	20	59	14.525	94.375	13.23	122.625	0.635	0.555	18.21916692	14.28333333	205.4739464	17.55583325	15.01583333	207.2970151	157.5630252	227.5910364	37.6050015	33.505	0	0	122.13	0.118450561	0.769622834	0.107889908	27.755	3.400288236	0.118930648	0.77274216	0.108327192	1.12236984	495	33	11	44	539	91.84	6.12	2.04	8.163265306	16.50333333
M_PL27_110	M_PL27	M	NM_PL35	NM	M_PL27_110_NM_PL35	allopatric	allopatric	far_allopatric	0.979	3.025	1.985	0.163	0.6684	0.4677	0.017881818	77.77777778	3.5	0.013024004	0.774	1.3723	1146	14.6	1.8	2389	4629	23821	50	3.2	1175.629	0.34	1273	15.6	0.9	1849	3781	9618	71	4.5	531.296	0.17	0.666666667	32.66666667	45.66666667	16.9200005	94.3250005	17.5	120.600002	0.53	0.53	19.01833342	16.09499992	242.0908807	18.3966665	15.0125	219.1212555	350.140056	227.5910364	37.254999	30.28	0	0	128.745001	0.140298509	0.782131003	0.145107792	34.4200005	2.740412526	0.131422582	0.73264981	0.135927608	1.230350033	372	15	0	15	387	96.12	3.88	0	3.875968992	17.12166667
NM_PL14_105	NM_PL14	NM	M_PL22	M	NM_PL14_105_M_PL22	allopatric	allopatric	far_allopatric	NA	NA	NA	NA	NA	NA	0.019404058	NA	NA	NA	0.7925	1.209	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.166666667	5.333333333	11	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	483	11	14	25	508	95.08	2.17	2.76	4.921259843	18.72333333
NM_PL14_105	NM_PL14	NM	M_PL27	M	NM_PL14_105_M_PL27	allopatric	allopatric	far_allopatric	0.623	0.623	1.196	0.098	0.098	0.2558	0.039434866	79.13043478	3.792	0.003904162	0.789666667	1.3663	14592	94.2	57.4	7066	18381	23804	190	5.3	947.957	0.35	6616	75.4	50.2	2494	4421	16276	56	6	124.665	0.18	1.666666667	9.333333333	58	24.085	123.4400025	19.995	166.6700055	0.79	0.735	17.315	13.48583333	184.1640294	18.12916683	14.1875	202.1249876	122.5490196	245.0980392	38.83	37.1399995	0	0	167.5200025	0.144507105	0.740625178	0.119967597	44.08	2.800363033	0.143773876	0.736867244	0.119358881	1.045503514	NA	NA	NA	NA	NA	NA	NA	NA	NA	13.3875
NM_PL14_105	NM_PL14	NM	NM_PL14	NM	NM_PL14_105_NM_PL14	sympatric	sympatric	sympatric	6.319	7.288	0.892	0.662	0.805	0.182	0.032137859	92.11538462	11.683	0.003271458	0.830666667	1.9967	8289	56.9	2	3573	13563	17812	78	6	1837.741	0.52	3971	38.3	1.4	1144	4831	15051	67	10.4	1631.8195	0.44	1.5	21.5	42.5	16.8950005	95.535	14.93	122.465	0.435	0.5	17.64416675	15.10749992	213.778344	17.24166675	14.95416667	203.9061194	227.5910364	332.6330532	30.865001	25.089999	0	0	127.3600005	0.137957788	0.780100437	0.121912383	31.8250005	3.001885263	0.132655468	0.750117773	0.117226758	1.230171472	NA	NA	NA	NA	NA	NA	NA	NA	NA	17.69666667
NM_PL14_105	NM_PL14	NM	NM_PL35	NM	NM_PL14_105_NM_PL35	sympatric	allopatric	near_allopatric	11.554	11.554	4.804	1.5575	1.5575	0.9038	0.020472546	84.10852713	5.293	0.00786226	0.796333333	1.1163	1846	11.6	1.7	2415	5345	19277	47	3.7	1247.466	0.4	2101	22.5	0.9	1698	6423	5995	74	5.4	501.882	0.25	0.666666667	12	38.33333333	17.7399995	88.7849995	14.245	116.0600015	0.535	0.455	16.9108335	14.14833333	188.8395524	17.09583333	14.77083333	199.0794603	297.6190476	262.605042	31.160001	23.6800005	0	0	120.769999	0.152851967	0.764992231	0.122738237	31.9849995	2.775832449	0.146890781	0.73515774	0.117951479	1.315878393	729	54	22	76	805	90.56	6.71	2.73	9.440993789	18.225
NM_PL14_111	NM_PL14	NM	M_PL22	M	NM_PL14_111_M_PL22	allopatric	allopatric	far_allopatric	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.666666667	10.33333333	23.66666667	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NM_PL14_111	NM_PL14	NM	M_PL27	M	NM_PL14_111_M_PL27	allopatric	allopatric	far_allopatric	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	18	74.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NM_PL14_111	NM_PL14	NM	NM_PL14	NM	NM_PL14_111_NM_PL14	sympatric	sympatric	sympatric	0.782	3.598	0.548	0.138	1.511	0.181	NA	87.78625954	7.188	0.004150182	0.844	2.873	9566	44.5	2.9	3380	12097	28051	89	7.7	1415.812	0.51	3764	21	1	1077	3875	9075	47	8.9	1377.3495	0.25	0.666666667	14	44.33333333	20.845	120.129997	18.7799995	144.214996	0.555	0.56	17.31333342	14.15916667	192.6585304	15.36583342	13.345	161.3684116	315.1260504	525.210084	52.8599985	42.3999995	0	0	159.7549965	0.144541141	0.832992409	0.130222238	39.6249995	3.031671887	0.130481052	0.751963942	0.117555006	1.246698093	531	10	1	11	542	97.97	1.85	0.18	2.029520295	18.42666667
NM_PL14_111	NM_PL14	NM	NM_PL35	NM	NM_PL14_111_NM_PL35	sympatric	allopatric	near_allopatric	4.8	7.092	1.819	0.9389	1.5173	0.5311	0.019411307	83.1147541	4.922	0.008443759	0.7855	1.251	2221	10.9	1.1	1724	5091	14227	33	3.6	720.763	0.29	2471	25.8	1.5	753	3539	5859	56	4.4	137.2985	0.16	0.666666667	18	29	19.2600005	98.044998	12.705	121.9650005	0.58	0.56	18.125	14.9925	213.6982403	18.43083333	14.89000008	215.8111655	297.6190476	192.5770308	31.38	20.25	0	0	130.0099985	0.157914159	0.803878142	0.104169228	31.9650005	3.067260956	0.148142456	0.754134291	0.097723253	1.54962963	325	2	1	3	328	99.09	0.61	0.3	0.914634146	15.14166667
NM_PL14_114	NM_PL14	NM	M_PL22	M	NM_PL14_114_M_PL22	allopatric	allopatric	far_allopatric	1.376	1.376	0.566	0.2202	0.2202	0.1011	0.022978462	78.35051546	3.619	0.008619373	0.775333333	1.4517	13321	46.7	341.5	4974	15840	13903	46	9.8	5066.131	0.29	4016	37.5	221.7	2742	4458	12390	46	10.3	1685.3565	0.18	1.333333333	7.333333333	9.333333333	14.965	98.860001	11.945	124.3400005	0.58	0.505	15.26083317	13.88666658	166.6319498	15.73666667	13.21833333	163.4607442	350.140056	332.6330532	24.844999	17.4249995	0	0	125.770001	0.120355476	0.795078017	0.096067235	26.91	3.673727276	0.118987039	0.786038008	0.094974954	1.425824948	455	1	0	1	456	99.78	0.22	0	0.219298246	17.755
NM_PL14_114	NM_PL14	NM	M_PL27	M	NM_PL14_114_M_PL27	allopatric	allopatric	far_allopatric	3.532	15.969	0.347	0.543	2.69	0.0827	0.045735228	87.28070175	6.862	0.005048473	0.774333333	1.9373	22948	84.3	45.9	6440	19926	15355	110	5.1	1180.269	0.27	5119	29.5	79.8	2416	5196	12963	48	8	477.841	0.1	1.333333333	21	63	26.9700005	123.73	16.325	171.4300005	0.725	0.865	17.07583342	14.9208335	200.0805387	17.90583333	15.03583333	211.6120657	105.0420168	297.6190476	53.9300005	49.4349995	0	0	167.0250005	0.157323691	0.721752317	0.095228373	43.2950005	2.857835745	0.161472836	0.740787305	0.097739859	1.090927502	292	41	9	50	342	85.38	11.99	2.63	14.61988304	18.64
NM_PL14_114	NM_PL14	NM	NM_PL14	NM	NM_PL14_114_NM_PL14	sympatric	sympatric	sympatric	14.811	17.911	0.751	1.363	1.789	0.189	0.02536811	90.80882353	9.88	0.003197134	0.833333333	1.927	12547	7.6	3.2	4341	13882	19891	106	8	2052.34	0.39	6131	5.6	2.5	1501	3886	17693	54	7.6	1420.687	0.39	1.5	21.5	41	19.0699995	94.524998	14.705	116.215	0.495	0.53	15.68666642	14.56500008	180.2357932	15.40750017	14.70583342	178.6230879	332.6330532	507.7030812	27.6000005	20.4350005	0	0	128.2999975	0.164092411	0.813363146	0.12653272	33.7749995	2.798667636	0.148636008	0.736749804	0.114614188	1.350623921	446	35	67.5	102.5	548.5	81.31	6.38	12.31	18.68732908	17.63
NM_PL14_114	NM_PL14	NM	NM_PL35	NM	NM_PL14_114_NM_PL35	sympatric	allopatric	near_allopatric	7.173	7.173	2.811	0.8092	0.8092	0.6291	0.024560054	80.99547511	4.262	0.006802125	0.745	0.7813	2851	5.1	1.4	2882	10485	21913	60	4.2	1070.898	0.4	1674	4.2	1.5	1180	3455	7608	97	4.5	341.9475	0.18	1	21.5	33	17.2849995	93.1900025	16.2550005	123.209999	0.605	0.485	16.28500008	13.9825	179.0295423	16.50666683	14.5816665	189.8857465	437.67507	280.1120448	39.8150005	28.2699995	0	0	126.7300025	0.140288935	0.756350972	0.131929232	33.54	2.778473539	0.136392324	0.73534286	0.128264816	1.408383488	644	30	5	35	679	94.85	4.42	0.74	5.154639175	19.36
NM_PL14_118	NM_PL14	NM	M_PL22	M	NM_PL14_118_M_PL22	allopatric	allopatric	far_allopatric	1.07	1.07	1.895	0.2858	0.2858	0.3795	0.025936121	78.75	3.706	0.012783531	0.788	1.2418	12323	62	426.1	3658	10867	9347	42	10.7	5885.642	0.26	3807	36.2	88.9	1854	3846	11604	28	8.4	167.535	0.13	1.333333333	15.33333333	34.33333333	18.6550005	110.439999	12.975	136.110001	0.695	0.53	14.68999992	12.0275	140.2398375	15.09583325	13.59583333	161.5262485	385.1540616	665.2661064	33.68	24.56	0	0	142.0699995	0.137058264	0.811402529	0.095327308	31.6300005	3.491621791	0.131308514	0.777363267	0.091328219	1.371335505	389	4	2	6	395	98.48	1.01	0.51	1.518987342	17.65
NM_PL14_118	NM_PL14	NM	M_PL27	M	NM_PL14_118_M_PL27	allopatric	allopatric	far_allopatric	NA	NA	NA	NA	NA	NA	0.038895118	NA	NA	NA	0.776	1.0915	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	18.66666667	64	15.0750005	96.305	15.2800005	126.980003	0.795	0.565	18.37000017	13.96666667	201.9683926	16.94083342	14.0425	187.4588673	140.0560224	350.140056	33.6800005	27.1449995	NA	NA	126.660001	0.118719485	0.758426506	0.120333912	30.355001	3.172623845	0.119019425	0.760342644	0.120637931	1.240744193	420	10	2	12	432	97.22	2.31	0.46	2.777777778	15.23666667
NM_PL14_118	NM_PL14	NM	NM_PL14	NM	NM_PL14_118_NM_PL14	sympatric	sympatric	sympatric	28.592	79.962	1.659	3.552	11.152	0.606	0.028841174	89.0941073	8.169	0.005027791	0.826666667	1.966	6704	56.3	1.5	2903	12036	18460	75	5.5	1901.315	0.38	3684	40.3	2.7	1260	3577	11274	76	6.5	2007.6745	0.28	0	16.5	50	17.51	89.5750005	16.5349995	115.2800025	0.65	0.59	16.84083342	14.345	191.1071859	15.39916667	13.41166667	163.3566199	315.1260504	542.7170868	39.875	26.375	0	0	123.62	0.151891045	0.777021153	0.143433372	34.0449995	2.63107657	0.141643747	0.724599583	0.13375667	1.511848341	447	6	17	23	470	95.11	1.28	3.62	4.893617021	17.31666667
NM_PL14_118	NM_PL14	NM	NM_PL35	NM	NM_PL14_118_NM_PL35	sympatric	allopatric	near_allopatric	5.226	5.226	2.487	0.917	0.917	0.6727	0.017678525	85.56701031	5.929	0.01019008	0.798	0.8527	1399	11	0.9	1169	3585	14768	26	3.5	593.628	0.3	1669	12.4	0.4	1116	3891	5673	60	3.4	197.084	0.18	0	26	50	24.1100005	111.814999	14.825	135.8899995	0.585	0.6	16.74416675	13.33083325	176.8743031	17.83833333	14.65083333	206.2251047	332.6330532	210.0840336	44	29.8249995	0	0	150.7499995	0.17742292	0.822834641	0.109095592	38.9350005	2.871837616	0.159933669	0.741724706	0.098341626	1.475272447	454	6	4	10	464	97.84	1.29	0.86	2.155172414	15.31333333
NM_PL14_119	NM_PL14	NM	M_PL22	M	NM_PL14_119_M_PL22	allopatric	allopatric	far_allopatric	2.045	2.045	0.722	0.2962	0.2962	0.1262	0.011649465	83.67346939	5.125	0.008278814	0.8065	1.3243	11806	62.1	256.4	5286	18102	16542	34	8.6	3516.107	0.4	3684	122.6	126.7	1083	5393	5277	29	9.1	281.382	0.12	0.666666667	9.333333333	15	15.075	124.945	15.215	147.0049975	0.57	0.575	17.3433335	13.91083333	190.8787339	15.92833333	14.26249992	179.1296719	227.5910364	315.1260504	34.504999	22.4800005	0	0	155.235	0.102547534	0.849937091	0.103499883	30.29	4.124958732	0.097110832	0.804876478	0.09801269	1.53491985	348	3	7	10	358	97.21	0.84	1.96	2.793296089	16.91166667
NM_PL14_119	NM_PL14	NM	M_PL27	M	NM_PL14_119_M_PL27	allopatric	allopatric	far_allopatric	1.724	1.724	1.712	0.274	0.274	0.242	0.043222607	76.08695652	3.182	0.003156669	0.793333333	2.0263	15881	87.8	289.7	8843	19699	19447	28	4.3	1857.658	0.16	5972	72.2	822.5	1621	7056	5462	39	8	200.8045	0.15	2	9.666666667	63.33333333	20.53	134.5049975	16.665	174.8299945	0.77	0.615	17.22416683	13.92083333	188.3966597	17.58666675	13.53083333	187.3074555	175.070028	227.5910364	39.5300005	26.58	0	0	171.6999975	0.117428363	0.769347376	0.095321172	37.195	3.616211789	0.119569017	0.783372158	0.097058825	1.487208446	602	16	8	24	626	96.17	2.56	1.28	3.833865815	17.25833333
NM_PL14_119	NM_PL14	NM	NM_PL14	NM	NM_PL14_119_NM_PL14	sympatric	sympatric	sympatric	32.445	52.073	1.097	3.08	5.463	0.332	0.023610465	89.67093236	8.681	0.001978208	0.843666667	2.0467	10406	68.9	4.8	3747	12830	18747	87	7.8	2280.197	0.46	5215	37.7	0.8	1335	3311	10568	38	6.5	896.1125	0.26	1.5	35	53.5	21.345	116.6549985	18.889999	152.8050005	0.625	0.605	17.35541665	13.56729158	185.0586414	18.04833333	14.42666667	204.5007631	192.5770308	297.6190476	32.124999	27.2350005	0	0	156.8899975	0.139687837	0.763423959	0.123621602	40.234999	2.899341404	0.136050738	0.743546436	0.120402826	1.179548317	702	11	21	32	734	95.64	1.5	2.86	4.359673025	18.57333333
NM_PL14_119	NM_PL14	NM	NM_PL35	NM	NM_PL14_119_NM_PL35	sympatric	allopatric	near_allopatric	5.772	6.613	3.418	0.9076	1.0825	0.8423	0.023699853	83.09859155	4.917	0.009501893	0.770833333	0.921	1809	7.8	1.2	2347	5741	18067	31	3.6	756.088	0.37	1217	6.8	1.2	768	3148	4777	71	5.6	510.0635	0.21	1	13.33333333	41.33333333	27.0550005	141.93	20.08	172.084999	0.54	0.475	19.46916667	15.11416667	232.1240149	19.45333333	15.86333333	243.1493751	350.140056	210.0840336	50.8950005	31.299999	0	0	189.0650005	0.15721882	0.824766835	0.116686522	47.1350005	3.011138188	0.143098936	0.750694204	0.10620686	1.626038407	358	4	3	7	365	98.08	1.1	0.82	1.917808219	14.16333333
NM_PL14_121	NM_PL14	NM	M_PL22	M	NM_PL14_121_M_PL22	allopatric	allopatric	far_allopatric	2.231	2.231	0.553	0.2993	0.2993	0.0895	0.006136878	68.24512535	2.149	NA	0.8045	1.1285	10070	70.1	386.6	5012	16719	18527	46	12.6	4691.41	0.49	6666	148.9	424.8	1515	5054	3277	49	17.2	3664.522	0.21	0	7.666666667	28.33333333	19.6050005	108.345001	13.665	130.805	0.635	0.505	17.65166658	13.91416667	194.2408963	16.11416667	13.50666667	171.5614389	280.1120448	332.6330532	21.715	14.35	0	0	141.6150015	0.149879596	0.828294033	0.104468484	33.2700005	3.256537402	0.138438727	0.765067259	0.096494014	1.513240418	315	4	20	24	339	92.92	1.18	5.9	7.079646018	17.12166667
NM_PL14_121	NM_PL14	NM	M_PL27	M	NM_PL14_121_M_PL27	allopatric	allopatric	far_allopatric	NA	NA	NA	NA	NA	NA	0.031293042	NA	NA	NA	0.7265	2.0655	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.333333333	22.33333333	70.66666667	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	576	10	4	14	590	97.63	1.69	0.68	2.372881356	18.46666667
NM_PL14_121	NM_PL14	NM	NM_PL14	NM	NM_PL14_121_NM_PL14	sympatric	sympatric	sympatric	12.835	23.117	2.592	1.136	2.873	0.551	0.028580777	89.23076923	8.286	0.00537569	0.833333333	2.021	8894	29	2.6	3955	13358	18773	84	8.9	2821.898	0.51	4819	12.8	1.5	1444	4114	17088	80	8.4	2090.116	0.33	1	9.666666667	49	14.7	89.2299995	12.735	113.314999	0.61	0.54	15.75666667	12.58062504	158.2375016	14.71083333	12.98333333	150.9245262	262.605042	402.6610644	38.4349995	32.88	0.067172048	0	116.6649995	0.129726869	0.787450914	0.112385828	27.435	3.25241478	0.126001801	0.764839497	0.109158703	1.168947673	500	10	43	53	553	90.42	1.81	7.78	9.584086799	15.35666667
NM_PL14_121	NM_PL14	NM	NM_PL35	NM	NM_PL14_121_NM_PL35	sympatric	allopatric	near_allopatric	14.548	15.199	5.81	1.6821	1.8048	1.4828	0.019088556	83.10667282	4.919498382	0.009851009	0.7455	0.829	1762	10.9	0.8	3127	7967	21013	36	3.4	527.755	0.37	1894	8.3	0.7	1330	3551	9119	88	3.4	132.7485	0.15	0	31	44.66666667	23.9749995	126.4400025	18.9299995	155.9850005	0.65	0.63	19.46916667	15.36083333	234.7687316	19.69666658	15.01500008	232.770601	245.0980392	140.0560224	49.58	32.5899995	0	0	169.3450015	0.153700673	0.810590775	0.121357819	42.904999	2.946976004	0.141574887	0.74664148	0.111783633	1.521325583	1132	15	2	17	1149	98.52	1.31	0.17	1.479547433	17.57333333
